discomfort,Glare_diagram,describe,Experiment,participant,ev,edir,eindir,log_gc,dgp,cgi,dgi,dgi_mod,av_lum,med_lum,ugr,ugp,ugr_exp,av_lum_cie,,,,,,,,,,
Yes,1,Noticeable,2B,15,199.688143,46.812948,153.1399586,0.677750134,0.233939156,23.3325949,15.54128058,16.18459634,49.258286,19.292716,20.69623372,0.528824835,8.178484874,63.56271007,,,,,,,,,,
No,1,Noticeable,2B,15,688.937582,431.774787,257.7723283,0.965686297,0.289090638,31.65224572,22.82187684,22.54498604,147.311573,60.63998,29.65754586,0.680312387,21.10163174,219.2956433,,,,,,,,,,
No,1,Noticeable,2B,15,519.87408,300.518498,220.903324,1.072166301,0.288941475,31.21597704,23.40759113,23.24840254,112.182336,48.93611,29.30681249,0.675091482,19.60416834,165.4810592,,,,,,,,,,
No,1,Imperceptible,2B,15,667.573248,415.395236,252.3744125,0,0.19918655,0,0,0,141.447321,57.175515,0,0,0,212.4951646,,,,,,,,,,
Yes,1,Disturbing,2B,17,444.504585,249.051479,195.5488571,1.05466182,0.282910374,30.35838409,22.9483462,22.80505889,95.096245,38.846797,28.55949758,0.663763674,18.87089035,141.4902039,,,,,,,,,,
No,1,Imperceptible,2B,17,663.978889,416.835754,247.2887465,0.97917366,0.288863703,31.60532004,22.86497514,22.572212,140.087772,55.019039,29.68282618,0.680686337,21.09640381,211.3510446,,,,,,,,,,
No,0,Imperceptible,2B,17,186.149201,54.147872,132.2837555,0.804963815,0.244822636,24.41133517,16.41484085,16.85173855,45.687193,16.944857,21.99340621,0.552894158,9.116915086,59.25313098,,,,,,,,,,
No,0,Noticeable,2B,17,420.410171,250.13988,170.5174484,1.207465051,0.295523369,31.51565089,23.13485604,22.89077811,82.724898,29.576599,29.99398708,0.685263006,19.49091824,133.8207137,,,,,,,,,,
No,1,Noticeable,2B,18,169.899891,43.121745,126.8303896,0.743354351,0.238213053,23.47273103,15.74411471,16.27432266,40.450336,13.86981,20.95355082,0.533648078,8.191513577,54.08081497,,,,,,,,,,
Yes,1,Disturbing,2B,18,377.998148,212.472174,165.5822096,1.173272785,0.289894933,30.72281163,22.62484189,22.4602437,75.004215,27.417636,29.11271548,0.672175948,18.70252554,120.3205475,,,,,,,,,,
Yes,1,Disturbing,2B,18,679.652065,426.730732,253.1031702,0.941489275,0.286324292,31.374551,22.51944697,22.23606296,147.193137,59.008841,29.41507404,0.676709554,20.79212407,216.3399715,,,,,,,,,,
Yes,1,Disturbing,2B,18,518.321536,308.973893,209.4969049,1.093519124,0.29081053,31.42965348,23.59059704,23.34923303,110.010598,45.410281,29.65778969,0.680315995,19.83913156,164.9868691,,,,,,,,,,
No,1,Imperceptible,2B,19,157.184911,37.948445,119.3111122,0.67556594,0.231243708,22.53024386,14.81789259,15.35436131,38.7966,13.459862,19.9863974,0.51540198,7.162235996,50.03351113,,,,,,,,,,
No,0,Imperceptible,2B,19,432.459793,240.029105,192.5163754,1.054490197,0.28218759,30.23173904,22.85624913,22.72651632,92.813721,38.287633,28.43381223,0.661831423,18.73755564,137.6562275,,,,,,,,,,
Yes,1,Noticeable,2B,19,651.709503,405.945607,245.8999789,0.977011113,0.287944968,31.4880934,22.82126985,22.54113142,138.064631,56.911185,29.56188003,0.678894403,21.01810378,207.4455777,,,,,,,,,,
No,1,Imperceptible,2B,19,406.462074,237.863228,168.7050396,1.197290758,0.293770615,31.26948956,22.99025727,22.76797842,80.092948,28.313529,29.72505752,0.68131032,19.27691793,129.3808965,,,,,,,,,,
No,0,Noticeable,2B,20,402.571825,223.123864,179.5610537,1.050365702,0.280054538,29.89877303,22.69471897,22.54773465,85.862976,35.564461,28.17436045,0.6578181,18.45455838,128.1425918,,,,,,,,,,
No,1,Noticeable,2B,20,374.347562,210.235793,164.277579,1.169632967,0.289346508,30.65133237,22.58304215,22.41831037,73.980927,26.885049,29.04592477,0.671168363,18.66238722,119.1585299,,,,,,,,,,
No,1,Noticeable,2B,20,180.59942,50.173794,130.7211152,0.794359909,0.243523426,24.19401731,16.28706351,16.75764973,43.659848,15.618991,21.73722208,0.548190177,8.855112397,57.48658083,,,,,,,,,,
Yes,1,Disturbing,2B,20,675.493516,431.000127,244.8674417,0.991851435,0.290703431,31.8236736,23.03512782,22.70813594,142.04602,56.630472,29.94183593,0.684499313,21.34766085,215.0162642,,,,,,,,,,
Yes,1,Disturbing,2B,21,561.335005,335.527008,226.2974619,0.955748561,0.280688083,30.56502129,22.24521953,22.02768026,118.743394,48.285367,28.68991601,0.665760455,20.10704936,178.6784816,,,,,,,,,,
Yes,1,Disturbing,2B,21,438.41284,242.351196,196.5210209,1.039175526,0.281131147,30.14934676,22.79972937,22.6849612,93.748526,39.301161,28.31650461,0.660020951,18.68997497,139.5511412,,,,,,,,,,
Yes,1,Disturbing,2B,21,377.527419,211.647756,166.466322,1.16016208,0.288663738,30.60246924,22.53822029,22.38176331,74.712929,26.3755,28.97356461,0.670074263,18.64029202,120.1707098,,,,,,,,,,
No,0,Imperceptible,2B,21,177.787824,48.923965,129.505195,0.799398234,0.243820903,24.18665098,16.45943328,16.95811035,41.874921,15.034709,21.71571116,0.547794059,9.068577045,56.59162202,,,,,,,,,,
Yes,1,Disturbing,2B,22,584.393575,350.457679,234.1486132,0.954675811,0.281943142,30.73859076,22.32044529,22.10410278,125.041745,51.738181,28.82331897,0.667794241,20.23131228,186.0182523,,,,,,,,,,
No,1,Noticeable,2B,22,459.239728,258.896765,200.6786207,1.032510367,0.281741824,30.30749113,22.89313142,22.74483855,98.757041,42.306919,28.48657539,0.662643536,18.959471,146.1805456,,,,,,,,,,
No,1,Imperceptible,2B,22,179.900471,48.139513,132.194019,0.74554545,0.23900123,23.69894279,15.86515579,16.37246955,43.947678,15.954598,21.20261699,0.538294241,8.4822059,57.26409845,,,,,,,,,,
Yes,1,Disturbing,2B,22,382.94042,219.99638,163.4917849,1.174727442,0.290318582,30.81104876,22.67839045,22.48011874,75.996611,27.096127,29.25372757,0.67429595,18.85347268,121.8937215,,,,,,,,,,
No,0,Imperceptible,2B,23,407.227609,219.485745,188.2668287,1.015989102,0.27717206,29.61290353,22.45828499,22.37842274,87.367179,36.810881,27.78147236,0.651677882,18.20432692,129.6245739,,,,,,,,,,
No,0,Noticeable,2B,23,173.47649,42.387751,131.6690134,0.697859376,0.234246561,23.08144377,15.4504178,16.03736064,41.637218,14.841026,20.50926026,0.525305683,7.997525428,55.21928179,,,,,,,,,,
No,0,Noticeable,2B,23,363.847003,189.544996,174.68808,1.096992464,0.282061727,29.83527537,21.98087882,21.94576185,73.336683,27.178723,28.02025784,0.655418725,17.92763968,115.8160981,,,,,,,,,,
Yes,1,Disturbing,2B,23,634.296944,384.163097,251.077483,0.950993443,0.284534429,31.08816021,22.56238692,22.34407256,134.680819,56.070441,29.08001908,0.671682976,20.68716428,201.9029881,,,,,,,,,,
Yes,1,Noticeable,2B,24,418.003033,231.802145,186.2008865,1.050111708,0.280937033,30.05168921,22.77210345,22.63375206,89.918943,36.154123,28.29036041,0.659616531,18.59424397,133.0544979,,,,,,,,,,
No,1,Noticeable,2B,24,181.449675,51.720756,129.7289176,0.810609543,0.245065052,24.3722871,16.3956319,16.83676046,43.730709,15.301716,21.94852684,0.552071917,8.993495067,57.7572254,,,,,,,,,,
No,0,Imperceptible,2B,24,696.241524,443.063601,253.1779203,0.98494432,0.291287266,31.89826722,23.01482584,22.70131076,147.996672,59.42485,29.96085122,0.684777927,21.34301883,221.6205603,,,,,,,,,,
Yes,1,Disturbing,2B,24,427.449751,258.511184,168.9385638,1.222166825,0.297286215,31.7296557,23.27958264,23.0072159,83.99921,29.054427,30.25944908,0.689129362,19.69837598,136.0614816,,,,,,,,,,
